status,path,sha256
A,issue_ledger.csv,722c48880c2ff87d225e577e23db0be93b35b17b50c563a1d9735a3c5a0ac680
M,performance/baseline_metrics.csv,ee4dd3a89c237e7edb3e222f6277cd0cbbc83ab07e91e9212bd0ae846ad927ab
M,performance/baseline_profile.json,5fa8b8ecc4c326c4dc3683f10f04bdb4ab158c2f26979d7401eb3d48ae2121a0
M,performance/capacity_trials.csv,75b7359e6a684385ae08c065b63a524bf72b83f4fde1bec531c26d71657056e7
M,performance/hardware_inventory.json,c7decc98ab5a6d3be05c4f05dfdd1850ea142858a76e855100d245436d0c3d69
M,performance/health_report.md,837d697cd2e7ab87762a06d9f263c43acc952611637c029f5fd82c1800c62e18
M,performance/numerical_parity_report.md,8173d56e677282dda9989395c6ba2776d3ceb45479134be5577a5b31043beeac
M,performance/recommendation.md,6c6f862f7dc588616fed373316ef33edfef0de10e92f0383a5274aa64fd227e8
M,performance/safe_capacity.yaml,6dbe006d0e7d930d32be91b63af9e209c47706e4c4b76dfb0a22387246913bb7
M,performance/soak_test_report.md,772dc466ffd1810c1daed94132b25e4c1f46b5c54fac0bcc22257ea7ff16287c
A,pyproject.toml,4b38dcc1ef971475de93d0aad558005bde1b186f84598e4d4d1dc265c1c6ae9d
A,refactor_state.json,be9eabd3bf909bf86feeb58e4452c558a0f4a1d19306e82f0a7fe6dbd8732c31
A,scripts/_version.py,29fa6010875540ff0ec581dc103dbf1e61a3ab7c06c6b19e60ebdaacadfaf034
A,scripts/agents/__init__.py,14c834143df625ebd13104c4ef5d481ad61d96b37bb59fce0e588fb0c54345e5
A,scripts/agents/data-metric-auditor.md,3e8fe9d6df0198c94268276f03b4a24f27c13d6d4f1f70973327de5b11fe9605
A,scripts/agents/evidence-verifier.md,a910115d63d64cf25a836ef126efc9adcbfc8874308611279c509515e7c9ee1c
A,scripts/agents/hardware-fit-auditor.md,fb10535fcbf9e7a5b3c9b81c2402aa2fd779c004bcab8dc774e524b086da73a2
A,scripts/agents/repo-scout.md,b33e6bb447cbc5ddbe2d3909974b13348495ee2fd0b9afe0dffcf1e1c83a59b3
A,scripts/agents/repro-lead.md,fe0a24a547ba6feedc156ec4ec0709b280d38c5c529eec2820ccea37eb4857dd
A,scripts/agents/review-auditor.md,ce794d69d65d746ba32a21e5352e70d03b7a39e1e6f17b6b85889c6f1864142a
A,scripts/agents/runtime-optimizer.md,7665d9dbddbf05850ac0af1d88437c8e905043f65ddb953f700f2a365359ed53
M,scripts/checkpoint_resume_test.py,73f9a3f94dbce9b550fd7c450d5032dd411c63db51cc2f46430fb883f2ad2009
A,scripts/commands/__init__.py,f390aade39c409fa286d97e0529dff6f89425ff204dc247a30426fff88a76f40
A,scripts/commands/geoai-audit.md,7eee3a5c73d4fca3a26915cbb1bbcf809fc97d2a31a60384abc731ee483407a5
A,scripts/commands/geoai-discover.md,96ff1f036cab3bf9e85f09d145c63929c69fd9377d4a9b8d1db6efbaf25ef25d
A,scripts/commands/repro-acquire.md,0b45b63b91578872835fe56d9444be1deedfbaf55c32cc4c82ce57f272b56564
A,scripts/commands/repro-audit.md,381c53a11f059458c1d1f93c33c87fac830c30cd1e29fe914f89333dd3e2588d
A,scripts/commands/repro-autopilot.md,26b9525cd6f46355f63f348f0c9dcf51072cea01395e2e15520f4900cfa9504f
A,scripts/commands/repro-benchmark.md,3be2d72edf793df9ea346c09c152be325072e58346d34789d503058d18423d8f
A,scripts/commands/repro-card.md,208d6845ce99331ca479bcb38010999ba662065afe849c6781eedd761829e62e
A,scripts/commands/repro-contract.md,44bfde97dd1b3ab263d9a661839b76e7998785e23005e59066b0999e49bd5dd8
A,scripts/commands/repro-crawl.md,5368745060d220096c3d2f705198f5c2fa0bf8266beaeb90df749c9add307d75
A,scripts/commands/repro-decision.md,09e3be11a2714c25906a0ca0afa69f5801a4d1c4c8fab626265951f4957fc47b
A,scripts/commands/repro-discover.md,a44aa7dc2d29b3b6ef61c2b13aeee06869b2ac429bbdea3c2c43fcc7371a0241
A,scripts/commands/repro-doctor.md,65f3d98e464f30dae5f59b62ad0aa4f0cbd093716708864d6ff8f5611add8846
A,scripts/commands/repro-evidence-chain.md,b5acbc11728c7dc7a801ffe8f8c055946cc22aee4e035671e1690f6c226b34f5
A,scripts/commands/repro-evolution.md,d324735dae6f20802c74f1e7554ba75d310c3b21fe2c030c8e7f5f620ab2e633
A,scripts/commands/repro-failure.md,b623c07b1a91c9e019a2dd11e03f8c82e856998aeb7e3216a8fbec48727aa45a
A,scripts/commands/repro-fit-hardware.md,44337154ae483df4b011d5a409f8528d65b74c1d5bff3d4ba32a1d0f745ada5b
A,scripts/commands/repro-handoff.md,6760169e5f70b23fc3b80545e8cdd7c79244d2c8a929cd8020224a36efbfe494
A,scripts/commands/repro-init.md,5516f83af917552001fdcb2335da92a620e75558512fe929963b08955357531b
A,scripts/commands/repro-launch.md,19c2f5096fde8f2dde5eabc34021e4599513e5a0d881db3f40a47d7644c31bc2
A,scripts/commands/repro-monitor.md,6f3b6b4ec387740d0b1ff4e1e6a03c4d526ef84a840609520b9cca440ac4a27f
A,scripts/commands/repro-open-morning-report.md,466a0f365f598b1ae38e14c2e2283622ebcdea702d89e143a4e4987eb550e538
A,scripts/commands/repro-pause-soak.md,3c79646963e99551ce19a5e0055bce39413f007c3132baedb10511da86b5ca9e
A,scripts/commands/repro-perf.md,325f910793cd083c38a58a9a25934fdf5b9435980c612f4928e7532d1dfbbc79
A,scripts/commands/repro-plan-soak.md,52b9cf2b24afc1d54dbe2b40c1587c75373eddece3f53cce02377efd979db32a
A,scripts/commands/repro-plan.md,fe3a7ac55c3ffa34814268824ccd8be527ca3a5754940aff77908d7830c910ad
A,scripts/commands/repro-preflight.md,f2871518dc2ca14b28c466e86434d37659d04cadb09367883c5fa9426d461236
A,scripts/commands/repro-report.md,2fbfe206f77266529083b26cac72786241b475ebd798469621828a23f389699b
A,scripts/commands/repro-resume-soak.md,a5c9124e479e96bd2fa2a6a617935434eaae80cd52d87e6b0b6bb639cd6be3ac
A,scripts/commands/repro-resume.md,0e5af7c661c707fd26e3686d4d94c6cf2f2a47c6fc61bb85adb6a4cd5040a6d5
A,scripts/commands/repro-review.md,25226a00ed120c059bd99875b7fa543915310a4513bcfec996ecb587d17c9c8e
A,scripts/commands/repro-short-loop.md,af40099d35a6ea8cb761fd8afc4be456f356e9106a7384e38523239dc4f13f68
A,scripts/commands/repro-soak-rehearsal.md,64456de00216f331d9e530fc2482fa3b387f4dcf914e0aa9e596e96443d989e2
A,scripts/commands/repro-start-soak.md,686fca95e467680652e05e0de8848e677a46d585c0f8060c23a4745da97b6050
A,scripts/commands/repro-start.md,60834dd16dc466e104ccc3d1acc7200820d3b064090db6d048eb744e7aaa8d70
A,scripts/commands/repro-status.md,b769a0131ba597f1b4b05b6b0c1535a159972048abeec1e8007b6a4a48eab682
A,scripts/commands/repro-stop-soak.md,3f6b3c0292b02e98ac7647a4ab62ef22b80aa4534d1f415648441a0dd47c0a31
A,scripts/commands/repro-stop.md,7b9479ea611b538bb51a420ff41db3cba060238c831b68ad49bad84019c514e7
A,scripts/commands/repro-verify.md,9ab9d946143af6eccfe816aff4dc3fc7e9ee4c6025eff1c18da5fbb9cbcc41b4
A,scripts/commands/repro-view-soak-status.md,a9efb2678cee02e3e61f21e954c6dac17360bfb0e5adcb7e24aef373927093cd
A,scripts/commands/research-extend.md,60e8ebcf0560adef7e968b27508a10f2a527c916a9dfcfa85188f140a353d8ad
A,scripts/core/__init__.py,e782105e7af4fcf7c687a00924942b18c147e9374f12c59460b7dbf9174a1e3d
A,scripts/core/state_store.py,1835fd080e932eeea19284709d96203aae765891ca9f5cb678f80be595125c6e
A,scripts/fixture_locator.py,889be94e3f628e0e410f2b07a153b66db84a9932a5e91fa0ca0c7cdcc2233ec6
A,scripts/fixtures/__init__.py,f3d862745c4873de38d7e08e130cd32f9e3dcaeebd994ab5fa7adbd9b96dbb85
A,scripts/fixtures/golden_pointcloud_B/generate_test_data.py,1ac7b2bc27b787df24d5b4bf60180512c036a1ecddd310d195ed93b055b08dbc
A,scripts/fixtures/golden_pointcloud_B/plan.yaml,dd8939a004ef683d8f869125da7ac759982a84a06f27dc5379c20c788a52d6ed
A,scripts/fixtures/golden_pointcloud_B/requirements.txt,d14602a28247a57199d494b0c86e49ac8c0e2839815aec8e986a0730077b639c
A,scripts/fixtures/golden_pointcloud_B/test_golden_pointcloud_B.py,e22b9b9057ad39f817f4f4f75c69002f3eeffaf8fcabe51cafa67e00e5509f9c
A,scripts/fixtures/golden_pointcloud_B/train.py,1d12fdb5ebee58000fa1e6d1c792d42a6eca0fc7d61fb1b6ee8966fe8b4026ea
A,scripts/fixtures/golden_torch_A/expected_events.json,7546bb96f1d69778743d861b05fde7bd3306184a1f3594c09b6d8db10277828a
A,scripts/fixtures/golden_torch_A/expected_state_sequence.json,55a2bb0ffe10a7e86785f9b1104a3d35c0d55089d2e07b2627a43175c8b83cd4
A,scripts/fixtures/golden_torch_A/plan.yaml,11d96cef1ded19eda69f91949308a2e5f8e520272db6a1a9b9a94c7239dd277c
A,scripts/fixtures/golden_torch_A/requirements.txt,20b3aea52f3d648de7398dc946c6a4aa1dcdbfe95f27b604df8e1a9b9260dca1
A,scripts/fixtures/golden_torch_A/test_golden_torch_A.py,2598ed155b9b5e24a3fffbff557075e4a7ab1e14eaf0912f74f0a32ac27b7b2e
A,scripts/fixtures/golden_torch_A/train.py,a1c5f42177f44ce40f6be056a89bd4c408b9122f416dcb5043122f18b2d4873d
A,scripts/fixtures/minimal_pytorch_repo/README.md,d00a8d40888097f6ab86c402b91cc57632cd9a5a46421a92398812b546b6184a
A,scripts/fixtures/minimal_pytorch_repo/train.py,4cb3ebe13fde7e8c87c22598081fd5f3e255097e33b2bd8b32a625d0f4c1d12e
M,scripts/mini_loop_test.py,8a842e37fccb57d7130922eb18ceae875fa31b4a3c9ab3a5ef48c84a81a90bb3
M,scripts/orchestrator/backup.py,7dd0628040fe384c6fede03189c587f9e65b6b50fae9b2bde63af1f5fac44de9
M,scripts/orchestrator/cli.py,10c3b80e26dddecab5544985f4158b648cfbea31fd5c2765c6107c0676a537eb
M,scripts/orchestrator/controller.py,18ac1087af67c480718d06cef41f491c9a1783c78ae557b089055b7daf8ff948
M,scripts/orchestrator/evidence_manager.py,0c9239a8a908762490f1e462d6d57b1dbdac50d60573522314de7490a2d7b4d2
M,scripts/orchestrator/migrate.py,415e0a6468750fcf559cd9c112062f620a8e193990d80f01efbc04801cad28ad
M,scripts/orchestrator/process_manager.py,c8d90a4743ffc8f1992c22c6b46a877226b426b5b88407c612cfb85a342a5b3f
M,scripts/orchestrator/report_generator.py,500e1d904444ea29af7a6e3f7a8970b7a223bc3c2e440bcf08e03843df0b573b
M,scripts/orchestrator/scheduler.py,475d8ce49f3c23709503d2f46160be1df3949264b2aba78cdf4dfd6dd0ab457b
M,scripts/orchestrator/state_store.py,3c6e5fa9654afecd58d5bb73338986567e1fece84db37665f73122e5ef8f6f90
M,scripts/orchestrator/stop_hook.py,8087bfbb57ce9e6e78d3005dcfead28533c77f303426d00daaa117798611c720
M,scripts/overfit_test.py,c9edc3c476ad6d3b0380d64b87e0921db7b489fac06e88408fb3fbe325f360fd
D,scripts/reproctl,DELETED
A,scripts/reproctl/__init__.py,0ee03665dab048ffbec48734d5f27ee4f08bad91f3b95acd2dff9264428a0209
A,scripts/reproctl/__main__.py,40df94e38171c49aac78976adcd73963c39927ddadcf256e734e9003c8b76d0f
A,scripts/rules/__init__.py,64f757da8472a8b727d88e977c672214a996bdc414ad11e6868470088f9bd7f6
A,scripts/rules/crawler-input-safety.mdc,2683814158447269775608ab96b9cf8c56c510e49e5d6f660e2e2d2fc6078029
A,scripts/rules/reproduction-gates.mdc,db23bcaa918bbe44e4e14900981af0e00b4f24915831c8f271e4e8335d58e3f0
A,scripts/skills/__init__.py,670f37b2dad2362311b2b274757d38abc06664dbb740d6cd58d42f3938d2ae25
A,scripts/skills/deep-learning-runtime/SKILL.md,43bb2c1a907e6ee35c1455acaf416629b846c67ff103eb54d25bd1eff5f4d097
A,scripts/skills/paper-reproduction/SKILL.md,deec963eca80290ee95187559f604c89c295696ea5835fc7ac208c259fd3c4fd
A,scripts/skills/point-cloud-reproduction/SKILL.md,227d0b0b75061e4a085597fdc1a5851d0b10dc5f2905857e7c78e28c8770c99c
A,scripts/skills/repository-selection/SKILL.md,bb5de9a67f736528d797227dd1b42b142f22116d7bed3e86df9384255332376a
M,scripts/smoke_test.py,e681d824dc02d559b02a5232410784acf67791b0528418747853c1c8b31ac8f2
M,scripts/startup/__init__.py,fbbfe8f5654449b52ea2ee95b31aee313bb4c196a555ede4cbd06110792a68d0
A,scripts/startup/authorization.py,0a2db7a12bd2e64ece048e46112d21ee010689cc5682d19dc75a2a47b19abb38
M,scripts/startup/lock.py,688b8cb66df96ddd5f5a6aef76ac897d19824feb64b93db69292ad8215b2f19e
A,scripts/startup/migration.py,b592e957616b8e1758f3a05ee5f19156432a7251df002a4ead594b7dbd6c6975
A,scripts/startup/mode.py,4682d474f0639c0c39ded16b528ac8ea99fc143a13409fca0126b209b6c4abf3
A,scripts/startup/plan_schema.py,77c826c4e6602ac87ba2e262c3a0b2d5193475b7e385f99db692611327e4b5ce
M,scripts/startup/state_machine.py,503ab2bb281cbe4543b12c21fd3c6b289581e2b1aea7a94f44dbf41ac5611395
A,scripts/startup/state_store.py,021f201c7e9cf0a9461c6fd70284fc9d6ae24bd71ed737b03f65d80552ef08df
A,scripts/templates/__init__.py,4239bdcafe91d147540ee73589c400fcf143cbb80470921bf1aaf42b3df066ee
A,scripts/templates/candidate_repositories.csv,65e1a1b791ac62fcb1ce982ac42407db67dd6a4151fb38d796206ccec6a1ed71
A,scripts/templates/claim_evidence_matrix.md,b94ce8348b46716248725c8cf7c470b9a7dabb4e97e795cdbce8e49c7d410e2b
A,scripts/templates/control_flags.md,3acfa2794d586e6eaf504d837b8c2c1633b3a33a9a92c683fd0211b7cb5c3833
A,scripts/templates/data_card.md,98986a18136850691adaa286398c998c5ca70a2b33fab26c83d77d2fb5197473
A,scripts/templates/data_contract.md,5c5b71b0017a7123f37be8573a8df5d56cf75c0835226d3bab86d6c3850c7124
A,scripts/templates/dataset_registry.md,948ec1c2f91aa6b4bcca41c68bbbc86716974a43026d574a523d06af17737269
A,scripts/templates/decision_log.md,aeca5d963af73797f8dfad3ffd22c7df650f41a7ac16e9e0654a45a947bbc97c
A,scripts/templates/environment_card.md,9d70cd6d715b21aa4eab102f61bfed016f9c804563b8ec6dd728ffea9f11c84f
A,scripts/templates/experiment_plan.md,e41635729028b545852c8b49f1c6209ec45c3a4e8821a998246b0b4f14225b86
A,scripts/templates/experiment_tracker.csv,699075a18f5b2f6ee70dbcc9692c3562a14af4b0362cbabb772c5a622f9f6e60
A,scripts/templates/failure_case_report.md,4a5b5c4694a3922feaa4a38f6827bcd01f1cf419579d2e914d2842a83f34add1
A,scripts/templates/handoff.json,74efaf7b588e303a15bd2851a09bd89593aefe05ccdf246e2a2981c6e48933cb
A,scripts/templates/hardware_fit_report.md,5ce0473b56e809d84760fe45394759d8f4201c7caf47880f3254be4e082f6449
A,scripts/templates/human_checkpoints.md,57ba5c15367a36bdc81017e48bf5e44d1589e277fe93b22d9e6b46dde0a8ad7f
A,scripts/templates/metric_protocol_audit.md,ea576aa277837c01cc33a4ff585c3c5bd473df04f34921e83e49580fa670ef6f
A,scripts/templates/narrative_report.md,17619d06e0b35fa3b7523730d520865d57746a9a8e527d0e4f78281adf3f37cd
A,scripts/templates/parameter_table.md,02754ea062b8b764008514944c64de42f86481c01edfedb4f81de589addf62bd
A,scripts/templates/project_memory.md,3c26593a28c1b23b5a1d77e3887d924cf61625369ac3cf9c2613b6ceb8cc108a
A,scripts/templates/project_structure.md,677fa2d747bbad1d004129533ad397ec27f0b4f8b284a9b830e3c10e82a08d4e
A,scripts/templates/repo_adapter.yaml,a75594f23d453a776a546f0be45112a4032e37f266ee62d115a46e53d92ccafa
A,scripts/templates/repository_security_audit.md,f6394f0e70caf57955f384e8478e7255ac96b391139278acded29335f91eebad
A,scripts/templates/repro_report_skeleton.md,b750ddcb97b864798d689623fadbaf8aa46205e8b949b5071bc093f59e66f313
A,scripts/templates/repro_spec.yaml,fd238de2465a2710c8daacad35a5d6ab6a32f399f71099688fcda3a290a7a8fb
A,scripts/templates/research_contract.md,42ab272bf69e129b8734208e2869b73df930b68b7021cb7e3b96ac7fea517d7f
A,scripts/templates/runs_manifest.csv,053f7b4697d23aefec25e1d25e99194b86b743794b3e2453f0d2514c6030b2b0
A,scripts/templates/search_lessons.jsonl,3fd58fbf786368856a4d081e3f7c12b1fe9c461d9687c1c971d3e0085cb9b4f6
A,scripts/templates/search_plan.json,8db474f842566fcd4b6ff4ae007d0e2a34b54e51ae649e0bfabf5eb38e8cd0ce
A,scripts/templates/search_plan.yaml,3687f173263022d47ffbb59c1941051c3e545fd7cf70d6ae76f2ff0536114fa0
A,scripts/templates/sources.lock.yaml,ae19717685dc38959b09d0376395b999a6904520f3bd5b4b730ae42938f1250e
A,scripts/templates/topic_graph.json,7461b3da35610980b3488b31838a8d4dedbbaac60c13b35012cfb040c917f668
M,tests/conftest.py,563360a3a346d37b933f48dcd1612ebe5a70180785ed1dae0f1f58b2a040b671
M,tests/test_l0_l3.py,25a85695ed02e1c478b247029c0846db38421966bfdabe48425bb2c9856a584b
M,tests/test_orchestrator.py,c209932da886c0bf5cf45565caabf3afb171c109a4456a353a83372cae6d1ee7
A,tests/test_r1_acceptance.py,63245113143d3f6359c45f7ab3ada357bce1c516db4debcc0bf635b3fb978dfe
A,tests/test_r2_acceptance.py,77626f927fae637e7cc179c6aee390acbc3ad740baaf1b9024edc65c19b22cc2
A,tests/test_r3_0_acceptance.py,62be9362a2ecac8f8bee3c9afdb0efdefbefae082a2b2c100bba1dee8a7bd28b
M,tests/test_repro_perf.py,a3d07b71be1af91576ecc86da6d1d46ac1093f9eaccc25bed1485aaab2980d06
M,tests/test_stabilization.py,8de6eee3ccd5faafde2dce33f05b07060968df2447c0efad082906105f3344e1
M,tests/test_startup.py,6956f342d64879bb640ca8129297d8a1eb75afd7499a577ede28d4faa4ea30f3
A,truth_matrix.csv,41ea9ad02150622a550b880acab93e3526543124389ffffb47b039a239f5e744
